id,y,x,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
1,173.23661961865264,0,0.8254580209641665,-1.7802837297200111,-1.0869237112744707,0.09848177882534198,-1.4128339750418,-0.32031747058217447,-0.10313478218084343,-0.9989095657944612,0.6352221738625325,0.6875406766998118
2,190.23111524382162,1,0.020584776765863278,0.49314338826916976,-2.7905644169068493,-0.456362986134481,0.48049293601200105,-0.573120776015023,0.6656037605348412,1.0235309705385953,2.263838394883212,0.6229632304898283
3,170.76499344155306,0,0.8444406459381353,0.9468401905302962,-1.472525520254579,-2.129054697163633,-2.0413316015094933,-0.10213992125602804,1.2711908459767403,0.4308434755803302,-0.8145565803118106,-0.6421176927248466
4,177.91503232585305,0,-0.9405898401264993,-0.9678623381333398,1.3124791127986777,-1.3074769670300979,0.6370861544961266,0.20399769928402678,-1.3323619950792789,1.2311085274019673,-1.2127832525739384,-0.05332540850330562
5,182.61991282825028,0,1.0687708304118555,0.29470977111844715,-0.3452459987562396,1.0627973304422658,-0.049342686153427746,-0.7620008080315128,0.7238290028713564,-0.13592190909085877,-0.22869739945193937,-0.35843690156599317
6,193.48579931284837,1,0.2871352518516787,1.0649959622045202,1.907043735081515,1.0971676065178835,0.7104112225538922,0.37563850772218804,0.09182976593151207,-0.4335440210662526,-0.5636324714506512,0.08908219939927062
7,177.15610228790064,0,-0.6310420419613365,-0.6942829073388185,-2.0089289055224375,0.3332780745307968,0.9555448142834394,-0.2702167478654905,0.14027306068234457,0.9914362090643111,-0.19221355818742258,-0.6967471177394724
8,200.26427401892985,1,0.21723648623169467,0.25136510554710084,1.0281073816398316,1.9018378228301425,2.814239868437884,1.10878780146743,0.07808882134346662,-0.12803355724704596,0.3115497450796125,1.1688123942092858
9,184.8797767970904,0,1.6403408425420665,-0.009140422861987428,0.4779561517707015,-0.2824656791242984,-0.8062473818597161,1.0077731841814723,-0.2633476194732118,-0.10788162282862646,-0.39482740923341375,0.9631688685187169
10,174.48907087448418,0,-0.34010161662996446,-0.6473173515081646,0.3086175421615672,-0.0886415014672926,-1.8375275500771988,-0.3402645938185746,1.7200440013430294,-2.3166103157937763,0.7323791766982651,-0.0012414955759871644
11,170.64215140062436,0,0.7683535834546249,-1.3380869777910025,-0.6045467268000669,-1.7581236530568882,1.1029562560241204,1.1360719460396422,0.5071545508880387,-2.4009876999787543,-1.2842587868439646,0.2748091783639636
12,182.83880775223557,0,-0.012144421234910554,0.34441489342241405,-0.7228327441402543,-0.7143927696965986,-1.2392834326643125,1.2279758914604022,-0.5082726565023502,2.1265533053046335,-0.14006468569197436,0.354909392408243
13,183.67593998209074,0,-0.18879771635596618,-0.1862359491022918,0.4811075286632834,-0.4856931288432616,-0.7729381720604946,1.4209663706800508,-0.4912998289227612,2.78432531401384,-0.38037466867926567,-0.9498975767576242
14,173.87696449449138,0,-0.9796353965808742,0.19724390328739683,-0.49675302067520943,-0.3439862910216713,-1.122910765424743,-1.7637563835781846,0.6387679097336407,0.7716044614697165,0.7584801017552305,-1.4513288599250027
15,187.9287219969544,1,0.1562595233442856,1.2824915122360168,0.9411073236591351,-0.11764676888094716,0.8968776256841936,0.4035633474578686,0.2039599940967327,-0.39428484559492744,-1.562563895133485,-0.4080523815911463
16,170.56740912827632,0,0.04396952685005961,0.1930010609918397,-0.019949050196683634,-0.9244820790958995,0.7955955240379532,-2.6058170908743037,-2.271610797418467,0.567101331182981,0.039152164222948704,-0.4432868716201457
17,171.92912356704284,0,-1.232457666104145,0.027972945639676942,0.44331954412302627,-1.3410956814311503,0.43832404390060054,1.247455992109789,-2.2831267840953124,-0.2684675756070453,-0.3629914131256618,-1.5148093851368862
18,176.24069066643705,0,0.7697596068133383,0.02453290440694202,-1.4228679222686647,-2.009537584677953,0.4360189944788857,0.1789095596775923,0.3482073919918865,-1.3898259034606497,1.795395145377924,-0.7399774091872711
19,179.4866577924172,0,0.3656894494769824,-0.9144922590482996,0.39179941667784446,1.2929727184526159,1.0529941901181135,-1.7569003124711446,-1.0014941691229589,0.9964992412851457,0.5739586180317879,-0.8753275714133999
